,from_territory_id,to_territory_id,n_people
83,54,153.0,23.0
84,54,159.0,42.0
85,54,174.0,30.0
86,54,182.0,9.0
87,54,183.0,61.0
88,54,193.0,33.0
89,54,0.0,3314.0
90,67,2.0,116.0
91,67,10.0,97.0
92,67,18.0,100.0
93,67,34.0,829.0
94,67,54.0,140.0
95,67,85.0,42.0
96,67,97.0,17.0
97,67,104.0,101.0
98,67,116.0,45.0
99,67,122.0,175.0
100,67,138.0,36.0
101,67,153.0,43.0
102,67,159.0,78.0
103,67,174.0,55.0
104,67,182.0,17.0
105,67,183.0,114.0
106,67,193.0,62.0
107,67,0.0,5166.0
108,85,2.0,19.0
109,85,10.0,16.0
110,85,18.0,16.0
111,85,34.0,137.0
112,85,54.0,23.0
113,85,67.0,51.0
114,85,97.0,3.0
115,85,104.0,17.0
116,85,116.0,7.0
117,85,122.0,29.0
118,85,138.0,6.0
119,85,153.0,7.0
120,85,159.0,13.0
121,85,174.0,9.0
122,85,182.0,3.0
123,85,183.0,19.0
124,85,193.0,10.0
125,85,0.0,1898.0
126,97,2.0,12.0
127,97,10.0,10.0
128,97,18.0,11.0
129,97,34.0,89.0
130,97,54.0,15.0
131,97,67.0,33.0
132,97,85.0,4.0
133,97,104.0,11.0
134,97,116.0,5.0
135,97,122.0,19.0
136,97,138.0,4.0
137,97,153.0,5.0
138,97,159.0,8.0
139,97,174.0,6.0
140,97,182.0,2.0
141,97,183.0,12.0
142,97,193.0,7.0
143,97,0.0,760.0
144,104,2.0,41.0
145,104,10.0,35.0
146,104,18.0,36.0
147,104,34.0,296.0
148,104,54.0,50.0
149,104,67.0,110.0
150,104,85.0,15.0
151,104,97.0,6.0
152,104,116.0,16.0
153,104,122.0,63.0
154,104,138.0,13.0
155,104,153.0,15.0
156,104,159.0,28.0
157,104,174.0,20.0
158,104,182.0,6.0
159,104,183.0,41.0
160,104,193.0,22.0
161,104,0.0,2361.0
162,116,2.0,16.0
163,116,10.0,13.0
164,116,18.0,14.0
165,116,34.0,113.0
166,116,54.0,19.0
167,116,67.0,42.0
168,116,85.0,6.0
169,116,97.0,2.0
170,116,104.0,14.0
171,116,122.0,24.0
172,116,138.0,5.0
173,116,153.0,6.0
174,116,159.0,11.0
175,116,174.0,8.0
176,116,182.0,2.0
177,116,183.0,16.0
178,116,193.0,8.0
179,116,0.0,603.0
180,122,2.0,44.0
181,122,10.0,37.0
182,122,18.0,38.0
183,122,34.0,312.0
184,122,54.0,53.0
185,122,67.0,116.0
186,122,85.0,16.0
187,122,97.0,7.0
188,122,104.0,38.0
189,122,116.0,17.0
190,122,138.0,14.0
191,122,153.0,16.0
192,122,159.0,29.0
193,122,174.0,21.0
194,122,182.0,6.0
195,122,183.0,43.0
196,122,193.0,23.0
197,122,0.0,3470.0
198,138,2.0,21.0
199,138,10.0,18.0
200,138,18.0,18.0
201,138,34.0,152.0
202,138,54.0,26.0
203,138,67.0,56.0
204,138,85.0,8.0
205,138,97.0,3.0
206,138,104.0,19.0
207,138,116.0,8.0
208,138,122.0,32.0
209,138,153.0,8.0
210,138,159.0,14.0
211,138,174.0,10.0
212,138,182.0,3.0
213,138,183.0,21.0
214,138,193.0,11.0
215,138,0.0,1568.0
216,153,2.0,19.0
217,153,10.0,16.0
218,153,18.0,16.0
219,153,34.0,133.0
220,153,54.0,22.0
221,153,67.0,49.0
222,153,85.0,7.0
223,153,97.0,3.0
224,153,104.0,16.0
225,153,116.0,7.0
226,153,122.0,28.0
227,153,138.0,6.0
228,153,159.0,12.0
229,153,174.0,9.0
230,153,182.0,3.0
231,153,183.0,18.0
232,153,193.0,10.0
233,153,0.0,556.0
234,159,2.0,32.0
235,159,10.0,27.0
236,159,18.0,28.0
237,159,34.0,232.0
238,159,54.0,39.0
239,159,67.0,86.0
240,159,85.0,12.0
241,159,97.0,5.0
242,159,104.0,28.0
243,159,116.0,13.0
244,159,122.0,49.0
245,159,138.0,10.0
246,159,153.0,12.0
247,159,174.0,15.0
248,159,182.0,5.0
249,159,183.0,32.0
250,159,193.0,17.0
251,159,0.0,1555.0
252,174,2.0,28.0
253,174,10.0,24.0
254,174,18.0,24.0
255,174,34.0,203.0
256,174,54.0,34.0
257,174,67.0,75.0
258,174,85.0,10.0
259,174,97.0,4.0
260,174,104.0,25.0
261,174,116.0,11.0
262,174,122.0,43.0
263,174,138.0,9.0
264,174,153.0,11.0
265,174,159.0,19.0
266,174,182.0,4.0
267,174,183.0,28.0
268,174,193.0,15.0
269,174,0.0,1329.0
270,182,2.0,11.0
271,182,10.0,9.0
272,182,18.0,10.0
273,182,34.0,80.0
274,182,54.0,13.0
275,182,67.0,29.0
276,182,85.0,4.0
277,182,97.0,2.0
278,182,104.0,10.0
279,182,116.0,4.0
280,182,122.0,17.0
281,182,138.0,3.0
282,182,153.0,4.0
283,182,159.0,7.0
284,182,174.0,5.0
285,182,183.0,11.0
286,182,193.0,6.0
287,182,0.0,1395.0
288,183,2.0,47.0
289,183,10.0,39.0
290,183,18.0,41.0
291,183,34.0,336.0
292,183,54.0,57.0
293,183,67.0,125.0
294,183,85.0,17.0
295,183,97.0,7.0
296,183,104.0,41.0
297,183,116.0,18.0
298,183,122.0,71.0
299,183,138.0,15.0
300,183,153.0,18.0
301,183,159.0,32.0
302,183,174.0,22.0
303,183,182.0,7.0
304,183,193.0,25.0
305,183,0.0,1512.0
306,193,2.0,35.0
307,193,10.0,30.0
308,193,18.0,30.0
309,193,34.0,252.0
310,193,54.0,43.0
311,193,67.0,93.0
312,193,85.0,13.0
313,193,97.0,5.0
314,193,104.0,31.0
315,193,116.0,14.0
316,193,122.0,53.0
317,193,138.0,11.0
318,193,153.0,13.0
319,193,159.0,24.0
320,193,174.0,17.0
321,193,182.0,5.0
322,193,183.0,35.0
323,193,0.0,3459.0
324,0,2.0,1365.0
325,0,10.0,1726.0
326,0,18.0,1423.0
327,0,34.0,49759.0
328,0,54.0,3784.0
329,0,67.0,5414.0
330,0,85.0,1884.0
331,0,97.0,669.0
332,0,104.0,2594.0
333,0,116.0,651.0
334,0,122.0,8595.0
335,0,138.0,1379.0
336,0,153.0,482.0
337,0,159.0,1795.0
338,0,174.0,1450.0
339,0,182.0,1000.0
340,0,183.0,1379.0
341,0,193.0,2368.0
